journal_title,publisher,issn,online_issn,year_inception,field_of_research,abdc_rating,abdc_list_version,source_url
Indian Journal of Economics,"Department of Economics, University of Allahabad",0019-5170,,1916,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Indian Journal of Gender Studies,Sage Publications,0971-5215,0973-0672,1994,3599,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Indian Journal of Industrial Relations,Shri Ram Centre for IR & HR,0019-5286,0019-5286,1964,3505,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Indian Journal of Labour Economics,Springer International Publishing,0971-7927,0019-5308,1958,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Indian Journal of Marketing,Associated Management Consultants Private Limited,0973-8703,,1968,3506,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Indonesian Journal of Sustainability Accounting and Management,Universitas Pasundan,2597-6214,2597-6222,2017,3501,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Indonesian Management and Accounting Research,Trisakti University,1411-8858,2442-9724,2006,3501,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Industrial and Corporate Change,Oxford University Press,0960-6491,1464-3650,1992,3507,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Industrial and Organizational Psychology: perspectives on science & practice,Cambridge University Press,1754-9426,1754-9434,2008,3507,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Industrial Law Journal,Oxford University Press,0305-9332,1464-3669,1972,4801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Industrial Management & Data Systems,Emerald Group Publishing,0263-5577,1758-5783,1980,4609,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Industrial Marketing Management,Elsevier,0019-8501,1873-2062,1971,3506,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Industrial Relations Journal,Wiley-Blackwell Publishing,0019-8692,1468-2338,1970,3505,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Industrial Relations: a journal of economy and society,Wiley-Blackwell Publishing,0019-8676,1468-232X,1961,3505,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Industry and Higher Education,Sage Publications,0950-4222,2043-6858,1987,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Industry and Innovation,Taylor & Francis Online,1366-2716,1469-8390,1993,3507,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
INFOR (INFOR: Information Systems and Operational Research),Taylor & Francis Online,0315-5986,1916-0615,1963,3507,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Informatics for Health and Social Care,Taylor & Francis Online,1753-8157,1753-8165,1976,4609,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information & Management,Elsevier,0378-7206,1872-7530,1977,4609,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information and Communications Technology Law,Taylor & Francis Online,1360-0834,1469-8404,1992,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information and Computation,Elsevier,0890-5401,1090-2651,1957,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information and Computer Security,Emerald Group Publishing,2056-4961,,1992,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information and Organization,Elsevier,1471-7727,1873-7919,1990,4609,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Discovery and Delivery,Emerald Group Publishing,2398-6247,2398-6255,1973,4609,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Economics and Policy,Elsevier,0167-6245,1873-5975,1983,3801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Polity,Sage Publications,1570-1255,1875-8754,1996,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Resources Management Journal,IGI Global,1040-1628,1533-7979,1988,4609,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Systems and e-Business Management,Springer International Publishing,1617-9846,1617-9854,2003,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Systems Frontiers,Springer International Publishing,1387-3326,1572-9419,1999,4609,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Systems Journal,Wiley-Blackwell Publishing,1350-1917,1365-2575,1991,4609,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Systems Management,Taylor & Francis Online,1058-0530,1934-8703,1984,4609,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Systems Research,The Institute for Operations Research and the Management Sciences (INFORMS),1047-7047,1526-5536,1990,4609,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Technology & People,Emerald Group Publishing,0959-3845,1758-5813,1982,4609,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Technology & Tourism,Springer International Publishing,1098-3058,1943-4294,1998,3508,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Technology and Management,Springer International Publishing,1385-951X,1573-7667,2000,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Information Technology for Development,Association for Information Systems (AIS),0268-1102,1554-0170,1986,4609,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Information, Communication & Society",Taylor & Francis Online,1369-118X,1468-4462,1998,4609,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
INFORMS Journal on Applied Analytics,The Institute for Operations Research and the Management Sciences (INFORMS),0092-2102,1526-551X,1971,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
INFORMS Journal on Computing,The Institute for Operations Research and the Management Sciences (INFORMS),1091-9856,1526-5528,1989,3507,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
INFORMS Transactions on Education,Institute for Operations Research and the Management Sciences,,1532-0545,2000,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Innovation and Green Development,Elsevier Ltd,,2949-7531,2022,3507,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Innovation Policy and the Economy,The University of Chicago Press,1531-3468,1537-2618,2001,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Innovation: Organization & Management,Taylor & Francis Online,1447-9338,2204-0226,1998,3507,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Innovation: The European Journal of Social Sciences Research,Taylor & Francis Online,1351-1610,1469-8412,1988,3599,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Insolvency Law Bulletin,LexisNexis,1443-9662,,2008,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Insolvency Law Journal,Thomson Reuters,1039-3293,,1993,4801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Insurance and Reinsurance Law Briefing,Sweet & Maxwell,1743-4009,,1996,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Insurance Law Journal,LexisNexis,1030-2379,,1988,4801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Insurance: Mathematics & Economics,Elsevier,0167-6687,1873-5959,1982,3502,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Intellectual Property and Technology Law Journal,University of San Francisco,1554-9607,,1996,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Intellectual Property Journal,HAB Press Limited,0824-7064,,1984,4801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Intellectual Property Quarterly,Sweet & Maxwell,1364-906X,,1997,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Intelligent Systems in Accounting, Finance and Management: An International Journal",Wiley-Blackwell Publishing,1055-615X,1099-1174,1996,3501,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Interacting with Computers,Oxford University Press,0953-5438,1873-7951,1989,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Interdisciplinary Environmental Review,Inderscience Enterprises Ltd.,1521-0227,2042-6992,1999,3599,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Interdisciplinary Journal of Management Studies,University of Tehran Press,,2981-0795,2007,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Intereconomics: review of European economic policy,Springer International Publishing,0020-5346,1613-964X,1966,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International & Comparative Law Quarterly,Cambridge University Press,0020-5893,1471-6895,1952,4801,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Advances in Economic Research,Springer International Publishing,1083-0898,1573-966X,1995,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Affairs,Oxford University Press,0020-5850,1468-2346,1922,3599,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Business Lawyer,Section on Business Law of the International Bar Association,0309-7676,,1973,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Business Review,Elsevier,0969-5931,1873-6149,1992,3507,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Company and Commercial Law Review,Sweet & Maxwell,0958-5214,,1990,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Data Privacy Law,Oxford University Press,2044-4001,2044-3994,2011,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Development Planning Review,Liverpool University Press,1474-6743,1478-3401,1979,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Economic Journal,Taylor & Francis Online,1016-8737,1743-517X,1987,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Economic Review,Wiley-Blackwell Publishing,0020-6598,1468-2354,1960,3801,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Economics and Economic Policy,Springer International Publishing,1612-4804,1612-4812,2004,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Entrepreneurship and Management Journal,Springer International Publishing,1554-7191,1555-1938,2005,3507,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"International Environmental Agreements: Politics, Law and Economics",Springer International Publishing,1567-9764,1573-1553,2001,3801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Finance,Wiley-Blackwell Publishing,1367-0271,1468-2362,1998,3502,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Gambling Studies,Taylor & Francis Online,1445-9795,1479-4276,2001,3504,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Game Theory Review,World Scientific Publishing,0219-1989,1793-6675,1999,3803,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Hospitality Review,Emerald Group Publishing,,0739-7011,1984,3504,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Insolvency Review,Wiley-Blackwell Publishing,1180-0518,1099-1107,1990,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Accounting & Finance Review,American Accounting & Finance Society,2576-1285,2576-1293,,3501,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Accounting and Business Finance,"Faculty of Management Studies & Commerce, University of Jaffna, Sri Lanka",2448-9867,2448-9875,2018,3501,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Accounting and Finance,Inderscience Enterprises Ltd.,1752-8224,1752-8232,2008,3501,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Accounting and Information Management,Emerald Group Publishing Ltd,1834-7649,1758-9037,1992,3501,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Accounting Information Systems,Elsevier,1467-0895,1873-4723,2000,3501,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"International Journal of Accounting, Auditing and Performance Evaluation",Inderscience Enterprises Ltd.,1740-8008,1740-8016,2004,3501,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"International Journal of Accounting, Business and Finance","Indian Accounting Association, Patna Branch",,2583-2123,,3501,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Advertising,Taylor & Francis Online,0265-0487,1759-3948,1982,3506,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"International Journal of Agricultural Resources, Governance and Ecology",Inderscience Enterprises Ltd,1462-4605,1741-5004,2000,3599,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Applied Economic Sciences & Applied Research,Eastern Macedonia and Thrace Institute of Tech,1791-5120,1791-3373,2008,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Applied Economics,Institute of International Economic Studies,,1548-0003,2004,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Applied Economics and Econometrics,Springer Nature,1530-7247,,1991,3802,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Applied Management and Technology,Walden University School of Management,1544-4740,,2003,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Arts Management,Management International,1480-8986,1480-8986,1966,3504,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Asian Studies,Cambridge University Press,1479-5914,1479-5922,2003,3599,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Auditing,Wiley-Blackwell Publishing,1090-6738,1099-1123,1997,3501,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Automation Technology,Fuji Technology Press,1881-7629,1883-8022,2007,3509,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Automotive Technology,Springer International Publishing,1229-9138,1976-3832,2000,3509,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Bank Marketing,Emerald Group Publishing,0265-2323,1758-5937,1983,3506,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"International Journal of Banking, Accounting and Finance",Inderscience Publishers,1755-3830,1755-3849,2008,3502,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Behavioural Accounting and Finance,Inderscience Publishers,1753-1969,1753-1977,2008,3501,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Bonds and Derivatives,Inderscience Enterprises Ltd,2050-2281,2050-229X,2014,3502,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Business,Premier Publishing,1083-4346,1083-4346,1992,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Business and Economics,Feng Chia University,1607-0704,,2002,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Business and Management (IJBM),International Emerging Scholars Society,,2815-9330,2019,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Business and Society,Universiti Malaysia Sarawak,1511-6670,,2000,3501,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Business Communication,Sage Publications,2329-4884,2329-4892,1963,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Business Information Systems,Inderscience Enterprises Ltd.,1746-0972,1746-0980,2005,4609,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
International Journal of Business Intelligence Research (IJBIR),IGI Global,1947-3591,1947-3605,2010,4609,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
